,value
2019-04-26 00:00:00+00:00,122073333.58000004
2019-04-29 00:00:00+00:00,123936612.23000002
2019-04-30 00:00:00+00:00,124169515.97000003
2019-05-06 00:00:00+00:00,118556086.53000003
2019-05-07 00:00:00+00:00,118601195.67000002
2019-05-08 00:00:00+00:00,116672907.82000001
2019-05-09 00:00:00+00:00,114283212.57000002
2019-05-10 00:00:00+00:00,118101358.33000001
2019-05-13 00:00:00+00:00,115981833.96000001
2019-05-14 00:00:00+00:00,115322565.12000002
2019-05-15 00:00:00+00:00,117687229.72000001
2019-05-16 00:00:00+00:00,118002367.89
2019-05-17 00:00:00+00:00,115744017.83
2019-05-20 00:00:00+00:00,114947933.10000001
2019-05-21 00:00:00+00:00,115926926.36
2019-05-22 00:00:00+00:00,115361323.13
2019-05-23 00:00:00+00:00,113868073.41
2019-05-24 00:00:00+00:00,114068392.59999998
2019-05-27 00:00:00+00:00,114909732.58999999
2019-05-28 00:00:00+00:00,115983860.63
2019-05-29 00:00:00+00:00,116263086.56999998
2019-05-30 00:00:00+00:00,115748225.57
2019-05-31 00:00:00+00:00,115271296.93999998
2019-06-03 00:00:00+00:00,115873325.38999999
2019-06-04 00:00:00+00:00,114986224.79999997
2019-06-05 00:00:00+00:00,114916992.15999997
2019-06-06 00:00:00+00:00,114401459.58999997
2019-06-10 00:00:00+00:00,115871179.21999998
2019-06-11 00:00:00+00:00,118756008.22999997
2019-06-12 00:00:00+00:00,118040251.85999997
2019-06-13 00:00:00+00:00,117951823.80999997
2019-06-14 00:00:00+00:00,117646595.21999997
2019-06-17 00:00:00+00:00,117752263.37999997
2019-06-18 00:00:00+00:00,118261302.61999997
2019-06-19 00:00:00+00:00,120073854.93999997
2019-06-20 00:00:00+00:00,123737459.95999998
2019-06-21 00:00:00+00:00,123566384.05999997
2019-06-24 00:00:00+00:00,123980144.72999997
2019-06-25 00:00:00+00:00,122405605.32999997
2019-06-26 00:00:00+00:00,122181225.74999997
2019-06-27 00:00:00+00:00,123505745.51999998
2019-06-28 00:00:00+00:00,123267901.15999998
2019-07-01 00:00:00+00:00,125670589.96999997
2019-07-02 00:00:00+00:00,125507482.24999997
2019-07-03 00:00:00+00:00,124257361.63999997
2019-07-04 00:00:00+00:00,123775271.96999997
2019-07-05 00:00:00+00:00,124270452.46399997
2019-07-08 00:00:00+00:00,121764757.07599998
2019-07-09 00:00:00+00:00,121255508.58399998
2019-07-10 00:00:00+00:00,121158701.50799996
2019-07-11 00:00:00+00:00,121506079.43799995
2019-07-12 00:00:00+00:00,122290920.95199996
2019-07-15 00:00:00+00:00,122289734.53799996
2019-07-16 00:00:00+00:00,121566805.06999996
2019-07-17 00:00:00+00:00,121199249.50399996
2019-07-18 00:00:00+00:00,120516159.79999995
2019-07-19 00:00:00+00:00,121959289.16399996
2019-07-22 00:00:00+00:00,121409127.66999996
2019-07-23 00:00:00+00:00,121439156.33199997
2019-07-24 00:00:00+00:00,122322365.66599996
2019-07-25 00:00:00+00:00,123311467.17399997
2019-07-26 00:00:00+00:00,123625828.46399996
2019-07-29 00:00:00+00:00,123272181.67199998
2019-07-30 00:00:00+00:00,123812532.22399998
2019-07-31 00:00:00+00:00,122559084.92199998
2019-08-01 00:00:00+00:00,121568356.61599997
2019-08-02 00:00:00+00:00,119836766.72799997
2019-08-05 00:00:00+00:00,117609318.31399998
2019-08-06 00:00:00+00:00,116566443.25599997
2019-08-07 00:00:00+00:00,116027301.42999998
2019-08-08 00:00:00+00:00,117627029.67799999
2019-08-09 00:00:00+00:00,117030185.61799997
2019-08-12 00:00:00+00:00,119115859.91799998
2019-08-13 00:00:00+00:00,117834548.05199997
2019-08-14 00:00:00+00:00,118292836.16799997
2019-08-15 00:00:00+00:00,118696893.75999999
2019-08-16 00:00:00+00:00,119094650.06599997
2019-08-19 00:00:00+00:00,121142046.73799998
2019-08-20 00:00:00+00:00,121077441.16999999
2019-08-21 00:00:00+00:00,120818263.54199998
2019-08-22 00:00:00+00:00,121171219.04799998
2019-08-23 00:00:00+00:00,122747332.15399998
2019-08-26 00:00:00+00:00,120592837.122
2019-08-27 00:00:00+00:00,121518442.85999998
2019-08-28 00:00:00+00:00,120708798.88199998
2019-08-29 00:00:00+00:00,120246109.85399999
2019-08-30 00:00:00+00:00,120925192.30399999
